# ==============================================================================
# Title        : idsl_skin_tone_sample.csv
# Description  : Skin Tone Sample Values
# Author       : SAIC IDSL
# Reference    : https://doi.org/10.1145/3730409
# Repository   : https://github.com/TheMdTF/mdtf-public
# License      : https://github.com/TheMdTF/mdtf-public/blob/master/LICENSE.md
# ==============================================================================
"l","a","b"
41.81989256,16.11860671,19.1474184
29.64446796,12.30322222,18.91497349
47.70569383,16.29337256,24.3104826
54.68543389,12.93480104,18.25520768
49.99540065,26.5583314,9.476553303
59.50486114,20.33163773,6.905763231
52.5283145,18.69605151,12.38492893
36.94078553,15.10409076,20.27093539
53.85983809,23.74296055,7.972088319
43.73192325,18.58167019,17.67782521
54.30258827,16.12855827,16.63583531
58.97266763,14.41469296,18.07313855
59.50396328,11.14102024,9.577104382
58.24427543,13.32723098,15.27886101
53.34156759,13.50522325,22.73285135
33.73288688,12.98930315,17.64167647
32.37624141,9.83755852,13.76312624
37.310602,17.99754131,17.8071148
54.55697633,18.58029642,15.90234328
31.94616977,10.92984304,21.93720424
43.76285889,15.57378929,20.62892942
60.19964155,13.76464641,11.23174476
34.45943561,15.32496654,21.18639753
40.74317992,15.22327969,19.43552793
44.60789118,18.95217603,15.30521513
43.55324754,14.91943161,19.11969989
51.33922427,14.08863385,14.6724561
56.40499808,15.24874443,15.56556605
31.8664569,11.05144234,15.61914767
48.42614554,20.66904365,18.39203565
56.41633146,10.6878999,15.46329452
53.14100463,23.81231386,9.868117348
35.82351768,15.29072301,26.57402791
62.26715339,12.84611703,10.8018501
35.03613023,12.88016556,20.04290675
51.83809131,18.71432877,16.69193043
33.50518892,13.82598348,16.09994462
34.62185194,12.92951278,20.09488052
60.61283199,9.141405154,11.72550741
30.58166425,10.80383565,20.73651142
28.48215969,9.576348014,20.37833445
55.79346773,19.23524315,10.70756638
43.7929962,12.64340031,20.57706156
42.49597012,15.59357422,18.86695893
58.69687896,15.07684751,15.40151746
59.9136918,14.36361179,9.102222177
27.86437781,14.23357237,12.6696447
33.81038707,14.65991003,19.66764873
41.4927535,19.1147671,21.80667606
52.68752631,17.61540352,14.94193974
55.65774855,8.842713703,19.51927234
28.6705233,9.271453153,11.06219407
40.66090254,17.66291744,22.41662184
44.13672917,13.85555321,21.68428268
56.18473379,16.50355422,8.880643726
33.13253539,15.61581457,15.00266157
37.87944335,12.03524683,25.60600167
39.07507224,16.87723317,17.15977255
53.81803127,16.82159883,22.34706231
44.66987723,17.59721685,17.16481139
40.97926981,15.99926908,20.39179355
47.27832578,10.59973478,17.06718591
33.64177416,12.75674734,16.25677493
59.8780751,12.26812838,13.59502715
58.08332389,13.08268867,11.00270422
48.63771151,16.10994915,13.20468993
30.08522716,8.392129953,5.919942028
45.3307364,16.48314432,25.16694756
31.39149773,13.95846961,16.95032152
52.31888368,16.25529454,14.96223378
49.26205251,19.51954301,16.57793947
63.65167866,12.22982416,11.107191
48.70321108,14.416886,18.59689867
59.54401426,14.20780718,11.43367274
39.44056445,15.13471402,18.22882394
34.18058207,19.16528051,14.06061623
40.3499775,17.08504028,15.2791559
54.97994418,19.03223105,11.85197437
51.08364197,14.66426667,14.31991518
42.89744371,14.57669075,12.11760327
41.85630244,16.60730603,14.34622201
42.60462998,13.12838901,16.52759172
34.60294323,17.5281619,17.12432486
37.69041449,13.3762471,18.18625418
45.97063715,11.65965823,19.41404252
46.47398307,14.14903597,12.42370705
53.41690819,15.78143179,16.52497575
59.26627475,8.603648318,9.170938173
57.96785797,15.8340243,9.162222907
50.67926504,15.89743833,17.31225751
65.07633652,8.937217004,8.592728049
51.97880619,18.0640548,13.34120247
35.10519823,16.85786299,10.2416867
59.67280711,16.5630419,7.645243023
33.7180304,11.58794925,14.44106175
55.03156528,11.01458954,20.4215781
38.15216311,16.64341841,16.47118479
44.1952978,16.00565367,15.84112294
63.59328708,9.147524767,8.113165604
57.48224487,16.7943146,10.79211323
46.52569648,18.69706082,13.22202588
52.80354653,13.14769259,20.23732441
60.9115056,10.33277592,12.18850312
59.92593885,8.442464338,23.78691459
56.83385304,15.74704584,11.56013943
59.09373147,12.66269018,9.009593897
39.10119025,14.0363585,16.49457849
38.05362083,11.73510435,16.1834559
42.05004762,18.84200791,12.84822759
58.25544094,15.24217243,11.30612368
33.89555829,15.43271509,12.9074475
42.56527755,15.70878619,20.76989646
56.80080854,13.96578148,13.20829062
60.76635083,9.647577203,13.10366698
58.35933535,15.36587672,14.34594621
58.35239241,12.35895627,13.68410482
41.19369494,21.60190171,11.68631807
36.45070772,13.75559537,14.60244534
58.73270612,13.7064667,15.41769699
30.48768999,11.13924138,11.1166261
37.09626352,14.4818846,15.5365953
41.57894585,13.77099963,18.73762969
53.30728427,18.40013118,15.26887516
51.81439686,20.53533725,10.79921371
43.92695231,16.79139923,12.44427411
53.34490246,17.1380892,14.7028336
54.38181663,13.46721916,16.0953535
54.22912147,16.21253963,12.44329074
58.54263826,15.14231541,8.255252809
52.02111533,19.48626728,15.21014346
36.16764649,18.57983779,15.59884279
54.32466372,14.96931296,13.72006648
52.65708306,15.66708321,19.52354288
60.32634308,16.12514021,7.448941733
41.87830922,16.45037845,17.42212533
60.87694574,10.58939973,8.137185625
62.97419711,10.59343506,15.75110249
54.83984073,16.99262188,12.76573031
47.38960499,14.2785324,15.54136729
58.60350703,16.57412299,11.26945154
54.12304427,16.09714156,9.352554239
50.34745104,18.93962436,18.69599698
49.50783255,16.00516534,17.41921069
45.98789625,13.65593771,14.71813121
66.39112507,6.107600492,12.14423224
52.29298848,14.29117008,19.5518585
46.71029256,17.47381203,18.84426317
33.8667138,10.51477684,14.61885129
26.84816885,5.750921517,9.0150258
57.06096809,14.78392345,15.34113481
63.64387009,10.01931357,17.82718111
61.9683395,13.117123,11.51191361
44.98285584,18.79271545,15.83609417
57.48690875,15.01770152,14.22874593
58.63700199,15.2166916,11.28540952
54.48902916,10.57310177,18.49013819
40.85827874,14.0794486,20.16164113
53.50069303,23.64583385,10.39243057
55.58710756,18.30335126,12.71796958
53.51227125,19.3094839,13.24182846
35.18215858,11.04500398,9.565827091
56.47372501,15.40417845,16.82516707
58.97226016,14.91438229,12.34384231
56.93290122,13.15125969,11.06121938
33.89929368,8.982013984,14.61998662
64.05414747,10.93014116,9.398341473
35.66319228,15.57677794,13.53695462
51.83013705,14.14164231,18.30995628
58.53595865,17.94831341,9.468663914
33.38424108,16.40032271,16.01319949
58.77680553,13.72524657,17.20221001
51.42934442,17.43316369,14.30146195
51.45136059,17.56033093,13.74587045
59.84217886,12.28919531,11.82274755
64.4356409,10.71096546,11.65115394
45.83758373,17.35735679,17.60923783
28.16323425,12.5179124,8.455868042
28.36822122,14.29573948,14.68062501
54.31912171,16.48552211,13.16633926
53.5507379,22.84421759,6.31040882
54.14829616,14.16608029,15.19614115
57.54307623,12.13425342,14.81348993
54.3427855,18.12769132,12.07142225
56.06466356,15.53655741,14.50272069
60.17462992,14.96461506,13.51907174
62.78906069,8.865497455,9.197892667
41.89604061,17.70479868,21.11218563
39.47977446,15.35852996,17.06703895
36.57001828,12.57978555,15.35921101
55.82707762,20.86213916,9.62793998
52.07594322,13.7706383,15.72129623
35.26792868,12.35232985,17.25854556
60.41090334,15.64197425,16.16711085
48.36218707,17.77238545,16.43195826
58.05868418,17.91181184,6.443661915
50.29214014,20.57539571,13.33462382
45.1499813,18.02658647,14.84500007
45.53173999,16.43699343,15.34605197
54.82620128,21.78995166,6.410978616
57.62744721,12.40765311,15.51816106
40.30787942,11.13032721,11.35829887
63.32334799,11.34485949,6.625174047
40.13880215,13.40664847,14.25741176
58.24827943,13.6009167,12.41074843
51.26866353,19.68311531,14.72181116
39.72073202,14.07876879,26.92835561
47.64095473,14.95413595,18.89037804
59.52069256,10.5171588,17.0394287
28.16386651,16.95906412,9.237101647
47.92247671,14.79329953,15.12421308
37.77790255,17.44651463,8.465016774
53.95568997,16.64841968,12.64294377
48.61642928,14.43508472,14.32205821
54.73164771,16.87025252,9.67781115
41.64699605,15.69759945,16.46472247
62.6334797,12.51338271,13.60473861
40.24889608,16.51836619,18.18107019
51.18504801,16.01019007,20.95879023
39.58769323,15.68618914,17.84070159
56.35645026,18.51585259,9.764661605
58.30281881,18.83706566,6.246460652
54.9113373,15.62544118,14.58469781
25.95062229,9.426272441,7.146897012
