# ==============================================================================
# Title        : idsl_skin_tone_sample.csv
# Description  : Skin Tone Sample Values
# Author       : SAIC IDSL
# Reference    : https://doi.org/10.1145/3730409
# Repository   : https://github.com/TheMdTF/mdtf-public
# License      : https://github.com/TheMdTF/mdtf-public/blob/master/LICENSE.md
# ==============================================================================
"l","a","b"
36.96853094,17.29612286,11.68559549
61.38387324,10.90105277,10.03392428
51.21717354,24.00168711,10.01252299
56.94808868,14.21582141,1.216194949
50.25911223,18.05330552,8.454642203
27.45814066,13.19290115,8.109359861
57.99743798,17.30219188,10.39970178
40.56371872,13.19916344,17.3005467
47.20753495,17.74646682,19.551629
53.4820878,17.67381504,14.32881825
49.04607923,17.39862781,15.61459682
59.1631871,14.2316442,11.4536665
57.59835399,11.05057584,11.98075253
43.18756188,13.6101673,18.56828257
53.14173765,14.92582377,14.35134744
39.59369744,14.20631949,17.80277604
54.1871482,5.860879177,20.81571992
56.58630573,11.50362699,13.99427554
52.59316739,17.33158803,14.21040268
53.96157353,17.92236096,15.02734482
52.67676516,15.78343944,18.97232866
59.12122975,10.67005629,14.75332551
33.30131484,15.36312393,6.929400163
55.74907958,15.71690681,15.79367958
57.92763591,13.75358304,13.68002422
50.09679815,13.50003291,19.94221121
57.69152823,11.6336696,9.816968536
61.2051286,11.70617055,10.36243569
53.89437609,14.73622855,14.84575848
59.03026089,15.51148924,8.404493591
54.5945391,17.3218332,15.33898423
50.28779061,21.08610974,7.375791032
39.79985205,15.11000292,15.66946379
41.05275965,18.13802319,14.46796113
51.33317587,25.15213345,1.858515103
31.27598888,13.60822546,16.14565656
32.1785929,13.85914781,14.23928878
31.62558415,9.911288534,19.01350142
48.05657659,21.10056945,14.29631376
40.0492804,17.12843799,20.35465895
30.96622501,15.75753703,13.22202305
58.32909825,11.96563784,17.08781028
63.48260585,9.226206611,19.26366359
47.99216634,20.74727112,15.98904217
57.82097432,11.7046476,14.62721046
53.26479265,18.15551313,16.37262439
57.61572256,18.07585859,2.880257508
52.45293996,17.03913733,11.64271534
49.28657777,18.23237025,15.98237366
45.54483849,27.50847011,12.04413027
33.35397052,14.78012296,16.54834139
57.13421365,10.81322762,11.29915245
53.85443589,15.00851274,10.10728478
52.40958778,15.24877018,13.30203799
42.27873188,14.62058802,21.53499623
44.86197356,19.79427671,15.69290071
39.77584143,16.46250521,16.29051268
51.71061481,15.2544414,17.58645737
26.18840618,6.902448678,6.76573049
57.56532745,19.03911367,5.736666356
58.71845729,15.20699467,14.86109773
54.9884228,14.26291754,16.40443705
58.35134957,13.73261278,15.44357165
48.97636339,12.59561737,15.97563709
52.58417958,21.8333129,10.774853
29.84475425,14.03026579,5.700847665
49.28491462,19.37337578,19.56564337
44.69288848,14.46511517,20.69125798
41.32893212,14.98290902,11.08582338
50.23963502,17.4127041,14.95379629
58.10410746,17.42420582,13.45157732
56.96363765,16.0141938,14.07554956
53.88302811,11.42370457,17.07234359
49.11727426,14.23983787,21.521834
61.38493591,12.34912991,11.21228398
49.77399546,14.2111373,14.79065026
52.54229022,16.77080885,18.81048462
36.17016763,18.29492996,19.939498
57.75004998,16.08867425,13.48145835
44.07521003,15.31252569,19.26160364
34.66334811,15.8515429,4.464689843
53.52917486,14.89607199,14.32358418
56.60841927,11.64145197,13.4508306
34.64115236,15.15759572,11.42918327
55.97923127,15.02498552,16.68484125
58.27274616,15.09619303,13.63722672
31.90929051,14.15644577,18.29842033
55.54245396,18.30223758,10.90114538
57.34067681,11.61666462,11.619174
58.33002729,13.60215791,15.98426633
53.93809202,16.28518696,16.11780673
54.82478528,18.13785766,15.69244462
51.090653,20.62529217,12.71231932
37.063085,10.52063979,26.23334575
57.20775128,18.44786415,13.3332205
54.23618343,14.69499308,13.0003447
44.21719224,18.74541557,18.96822713
52.77979792,21.00962584,12.2212403
41.21789135,15.30465274,21.29839252
56.52064064,16.19228444,9.949606631
61.6035394,9.868216714,13.75273273
33.11231421,11.1040447,12.3019478
54.18418002,12.77191353,15.21115432
36.42492385,12.01027577,15.75953736
53.61960619,15.17742293,15.046361
52.86848623,18.65724611,10.51981193
54.27479787,16.22421644,14.26489715
56.29461478,14.84102809,15.39596159
61.26006447,11.81009414,11.58866024
47.50098766,16.47299826,12.1676302
55.1170584,16.84199234,9.657049807
57.12336806,16.96084832,10.27036951
51.36533279,18.79868855,12.47033492
59.54511284,15.55076623,13.19312917
61.73949937,13.81808225,10.62272223
36.67457705,11.28121164,16.70676384
59.08859115,15.6156083,9.647638509
29.13179954,17.17883629,9.986987731
32.37630211,14.67426206,12.62967564
54.25018448,21.00898156,7.893259049
49.97651988,16.1547187,18.6773676
59.43036461,15.84669769,5.537973851
41.78002867,19.03168774,16.75393565
52.55590104,14.02945439,16.415047
54.27493937,17.99366833,10.79582569
44.71737627,15.15684899,12.93386791
47.99594973,14.68833219,19.97145004
36.85574375,15.20505223,14.59543498
55.09798365,19.70717558,9.112445418
37.71700904,17.94709918,17.75534331
46.94214044,14.27308131,13.70307437
49.47559275,21.79800588,14.56954488
40.03243445,15.86745637,16.63442719
46.42788078,15.44204931,12.99308138
48.22917649,17.55428216,13.25049259
44.63887815,14.14747185,22.38382451
53.67497897,19.96996887,12.32009561
54.08199366,10.47453192,19.06783815
57.30944754,12.83445263,13.91666813
55.38818563,12.7145436,16.93479545
55.88839756,14.99024993,13.07144684
63.38593096,9.084125031,16.30609632
34.69493869,13.35168163,17.73840622
29.61497541,9.114861624,16.24211783
48.97716316,14.9523929,25.41887443
27.86607018,14.54663604,8.738234003
46.66796236,17.50868295,16.39705451
39.44495311,16.34411019,22.51486053
41.75801211,12.96535594,17.75365258
34.05805052,12.99551349,12.435123
41.97303257,19.79730585,15.21806358
57.48295829,13.64950092,12.45421908
57.82759552,14.99182775,12.41039961
32.9614222,15.5526406,8.365500861
61.23721702,11.66689003,12.12325291
24.5482765,15.37364384,9.291952246
51.65373723,15.44201429,12.80188071
28.37597339,8.064154487,11.91031692
60.58014888,12.10504246,12.32028938
58.0446564,15.79338525,12.74618056
38.86895582,14.5189508,19.24483883
43.71516468,15.57845882,18.16505667
38.24249737,14.15988945,14.04777381
61.39594086,13.81111657,12.40604324
33.41852506,9.500930342,30.08215742
41.3344535,12.88860581,18.3693767
60.17178022,11.45808995,18.56358291
61.06324408,10.04174238,5.534122574
42.02566575,17.28118135,13.38303097
50.05784157,16.62845563,16.4471306
30.05560528,18.82825041,8.754653152
45.41046168,16.01265529,15.16077303
45.85070947,16.22519727,13.98996471
43.96575686,14.67565146,22.66081589
62.48721491,11.84106655,14.51207356
59.610877,12.99405274,10.92727066
42.27858022,18.13154482,13.77038566
48.81286233,19.50138845,14.74304895
47.18787556,14.91731293,17.06126559
51.47363411,17.68880684,13.19030813
46.58527107,13.72758371,23.27504747
57.39946086,13.38731583,11.74751348
31.72292391,11.84037551,19.83233949
29.68468563,15.51125463,18.45620418
41.86003068,14.56452759,22.15250089
36.94367743,15.41232305,15.97110234
57.14172901,18.06360211,14.96556359
45.70881944,15.67656841,14.37374162
55.26331793,13.82227979,16.20617653
43.37437277,14.15360981,20.64217107
52.48709086,15.18713192,17.51870027
59.52402042,12.94261883,7.919953223
33.28472228,13.15343229,14.50848224
51.45588427,15.54934108,20.74158507
37.15661665,17.45211091,18.19219711
37.07580763,14.3648321,16.12484283
47.28978771,14.69558211,25.43101905
52.39331456,10.24787551,16.66577932
39.73958312,23.49523076,12.73744718
40.50560733,12.85599539,19.03041162
60.6156447,13.71928956,12.98349223
27.72694783,9.457643656,6.424054551
44.07310665,15.57756395,15.65490266
39.05391812,15.29037812,17.69390569
55.97439668,18.03654614,15.59968449
39.0372305,15.76302648,10.88175344
45.3047118,13.85284468,18.54724953
27.48545338,7.998325721,12.60137711
45.61111265,12.98411267,6.295710109
59.18143845,10.80450354,15.9888662
59.89661362,9.470663386,10.68815347
32.41971152,10.09908983,12.56057371
46.97720387,18.70662688,15.0750999
34.16873365,13.05367502,16.99939173
47.58594568,13.32617925,17.57939667
39.90781666,15.72574589,12.7580061
48.20427614,21.63136753,13.92505669
23.86376179,7.949681867,12.11301992
33.0492067,16.58580178,18.06931083
53.61958487,21.32766762,10.50779961
53.55213732,16.31805225,16.14918354
33.42556709,12.08281952,14.67469494
39.12695496,14.46680534,12.21978437
55.29127404,19.76562173,16.40781034
44.22971923,14.40288045,18.85075648
48.04265731,13.66307455,15.86052446
44.83909875,16.81994674,16.17704167
29.47680345,7.326201215,10.21368511
41.02239533,14.46297138,23.38961782
42.48767392,12.43130497,19.95822807
38.02625259,18.43697791,26.64163038
40.62681202,11.95832874,16.13333856
33.15540558,12.70039181,14.31253187
47.76311646,18.62788151,15.00217698
39.02303455,13.58193296,18.81875518
34.1698036,12.0274494,10.02922302
61.4315721,12.63935502,10.14391412
50.10636103,24.37611143,8.984593948
60.67773493,11.03780632,11.29238984
59.8040176,14.17966348,6.632343354
41.24352431,13.928886,20.68772488
47.66251537,13.51643853,18.87804733
29.79790976,13.17658375,14.06685803
44.81846708,16.7022356,16.74670397
41.26633974,10.84439602,21.21714807
47.81996062,15.18385004,25.0091536
57.44348107,14.75576349,15.31411746
34.31800234,12.61037717,9.622796597
51.60963593,15.44035229,10.96407803
35.93822397,19.28744848,14.6688004
41.77237369,16.13123814,16.654916
60.09729678,11.72781063,12.18100941
59.45350189,13.65431331,13.5872616
36.36904884,13.28339259,16.96066807
52.35410769,17.6947443,16.81378464
38.32749947,12.51007742,19.64941457
39.10441767,14.33681312,12.80410344
52.83456795,22.40981786,14.10783617
55.97355308,17.04500427,10.33376803
59.68638423,15.07242825,8.207792058
58.8045757,16.22149974,7.509547213
56.28520354,11.79873591,14.72477448
54.32864619,14.7355441,16.63514602
36.70541069,16.13068924,15.03399705
58.19785522,14.02800968,5.982990962
58.41294319,19.22539427,6.418787487
49.13199204,13.27407548,15.03069381
52.63767117,11.00601677,19.36221152
36.90611804,10.71401302,14.5362185
30.79696012,8.964068466,11.49878441
35.7024148,12.71210729,12.88219454
30.0484302,13.98038878,15.08532128
56.62268331,17.8085153,12.46578878
49.31044825,15.11527883,19.47259464
42.90355847,13.78116121,22.95493544
59.78994474,13.11117079,17.49278082
34.228741,13.3992131,15.21433904
56.3699222,12.07392024,15.43224539
54.51258146,15.31646284,18.07566469
61.17581468,11.76128596,8.603471594
33.60551487,10.62821941,22.30341639
52.37550063,13.71510215,12.03605187
46.12070635,15.45557969,17.35520016
58.71082144,11.94075797,17.0605811
44.01543113,13.41564695,21.50301827
48.30096357,17.42254752,18.11717253
49.77399546,14.2111373,14.79065026
53.30728427,18.40013118,15.26887516
52.07851904,19.41080438,2.850275042
56.07537213,14.02499452,15.05893014
53.32454081,16.01111523,9.943529028
35.57739694,15.38580633,12.14871545
38.9839021,19.73460852,12.78310198
44.78726647,13.45702769,18.40666507
47.64095473,14.95413595,18.89037804
45.77528619,16.0611966,12.6700238
27.90163531,14.13028144,15.96432801
56.16136595,15.5996891,18.11680685
39.8751042,12.40430573,14.46869425
51.71460684,25.83311201,7.813998783
44.08951671,15.11538256,22.84492437
34.91408357,11.41057671,12.34955199
25.62094372,15.41133019,16.75877825
33.89929368,8.982013984,14.61998662
59.65309001,11.83574768,8.661018997
39.89497619,13.83741793,16.9914456
53.37532014,12.36175864,19.28064029
34.66773514,16.47839385,14.66878037
48.84361848,16.50082147,17.67376227
41.88474981,11.26527414,26.7642307
61.82582222,15.69544185,10.22187446
37.14670579,17.98107291,10.70457282
57.39619867,16.53626339,10.07943283
43.9943186,15.39688412,14.3262047
56.39143341,12.20714866,14.88824008
38.4718404,12.02151991,12.45385855
32.27781884,15.60205861,15.70414279
55.57037088,17.94653783,16.17746273
39.19920582,18.67073535,18.0052447
55.66517206,12.27487152,16.74031636
61.40452307,9.070883875,13.44510915
32.93020067,13.56563698,12.74863548
48.23353404,15.81268913,16.78733017
61.91693874,11.37620698,11.39576306
32.49787038,13.24180951,17.19541937
33.54056813,21.16653866,14.4855203
49.78568732,18.81221151,13.14857837
51.12548774,16.45847427,12.6535201
33.27848152,14.35593603,18.93100944
48.48234002,11.75142938,22.31636047
31.95421356,16.94780912,23.40024023
39.65007052,16.32305094,12.40365465
58.01401421,10.73943024,16.60472579
31.35799176,14.0700495,13.72552494
38.452176,14.79641681,15.60224834
37.66959752,11.07343507,28.75059229
48.60305446,15.0949237,24.91435292
58.37863722,17.27450684,10.37897371
54.20107885,20.73342878,8.991608738
25.76712549,10.95689693,1.558392674
57.75202575,15.84622874,16.36331176
52.5622958,16.88760001,18.25831651
54.91551502,16.91759494,16.95315941
39.9005048,16.58644925,20.73637987
51.26883516,15.23986275,15.78057163
54.31961669,13.08807334,17.73930907
63.37537758,11.20410528,10.1110291
55.15782888,16.56977627,14.38269408
53.29826667,15.59860745,13.42205208
42.68825164,14.90760632,17.30345682
58.13837139,10.06369002,12.16534383
30.33348834,13.75414156,10.96860217
53.39612171,15.6583108,17.07563094
55.21094127,15.08604398,16.74525835
49.37569636,16.03073601,11.288536
52.08587237,24.45056046,7.734152518
39.62818577,12.83577292,17.1981127
59.66605176,11.18776399,16.12305307
50.28408084,11.37802905,16.62436445
48.41180592,16.30798646,18.83278351
58.26368013,16.59430958,13.084795
43.29628637,15.50788027,18.7787468
41.01509067,14.98809972,15.54882755
60.14763555,15.29442703,8.892621066
59.26383922,14.34808516,14.47827021
63.18417307,11.67995374,13.24912078
40.14939075,16.80863811,10.03816961
52.68752631,17.61540352,14.94193974
26.87454552,12.20786952,-2.761935726
50.56276944,15.47840646,17.13461074
33.59906232,10.88316308,18.01095655
61.0055045,14.00603449,10.12337056
55.51913961,10.18851819,15.89799404
43.58479439,14.82277409,22.14390976
55.81576748,16.36851294,11.25291139
56.45298904,15.27996838,17.36968945
61.10147408,14.59243036,7.98466533
36.08064745,14.04341926,13.45945213
45.40806149,12.60231338,19.84477017
30.91097811,10.7920979,14.91279782
54.86254555,17.1256492,12.21752474
32.04009723,12.06856374,10.79343413
55.82443978,14.85899441,11.81112489
59.11630908,17.08114555,10.87754783
35.74505169,13.95050867,19.20564395
61.07338377,17.55952293,6.862061851
56.86417654,12.72875889,12.69015024
34.18298427,11.24045584,21.27658225
56.33056381,18.10945973,13.21138311
51.65742125,17.94795644,18.17424615
51.26883516,15.23986275,15.78057163
44.01615793,15.52320307,13.75431755
51.60278333,19.61286365,12.83670037
58.50210327,14.40053268,14.52776885
48.37004625,14.53787467,20.48985454
30.10086419,11.12010745,13.78735601
37.81718072,13.82453421,18.37649857
49.96117829,16.3332623,15.7090907
48.99915229,15.35516797,20.80606295
40.36651471,13.897028,18.87007365
37.081733,17.33570593,16.22528674
60.55372783,14.93897449,13.49610221
45.60386764,15.06564678,17.2108167
34.27032366,12.33255811,10.81798918
59.73560933,15.3696939,7.13422866
58.90477268,18.10172176,7.12215755
31.59346026,11.97192108,11.43426241
33.85850317,16.37630329,18.55224743
55.34342365,19.14149929,9.459811656
42.62736003,14.83214455,15.39524206
27.50984992,13.48095332,6.86792921
57.37354973,11.32715501,16.2768764
51.84095507,14.72735416,11.87434642
46.67930111,15.81686297,19.93788206
63.89897291,8.670060635,9.686774532
47.7233363,18.12825917,19.69488478
57.58513644,12.14541617,16.60146253
58.6629633,17.17544454,7.321972835
44.65659424,14.25179722,21.82047989
46.28293817,12.7388363,21.06449961
61.01296242,11.92763075,16.3667794
57.65424756,12.8218423,12.10486932
56.56652232,13.88068144,21.51458631
54.32466372,14.96931296,13.72006648
31.44342782,11.09418245,15.66444903
54.87794257,13.85100474,16.23513287
38.64725726,15.3355591,17.74017868
51.78801663,16.96081122,18.33104229
54.30028,21.28928209,6.79606096
36.29611624,16.47267606,11.32162718
62.98259787,9.644414821,9.499453182
51.41729704,15.58842097,18.35147791
56.99298067,13.27128391,12.31129567
33.17231592,11.17222143,14.29102375
56.21740911,17.70726899,13.03663826
60.15168807,11.33193241,19.09984626
57.81267692,15.15143399,10.07717452
55.81945475,14.06101242,21.04288041
60.39855538,7.26892487,22.72731222
61.69542224,11.90156808,12.79589246
56.29461022,16.90041467,9.051719929
40.80020267,17.01862523,17.74985408
69.21005959,6.951778761,11.80339335
46.21105223,15.43064766,22.22985006
43.04209282,12.74619639,23.10813956
61.4190445,12.31967295,12.97445061
55.03081444,15.81819475,17.6679604
48.6529757,17.15565408,19.19808889
58.82026249,14.24092958,13.25787507
53.91214664,17.89761428,13.19820644
65.06595696,10.14060203,11.99300333
54.12304427,16.09714156,9.352554239
57.39204043,18.03269275,9.528429109
57.65254554,14.18286123,13.86961106
58.04500347,17.58197159,9.317047547
58.83936642,12.73852712,13.82345058
56.35087622,13.5899347,14.86532178
54.29853075,18.13019106,10.2466747
52.9168116,12.21662526,18.04664705
52.11551396,15.05345505,20.48821305
57.73580095,11.17203746,16.79171307
46.77022405,17.81425908,17.14963329
55.64762657,14.04418461,13.28007316
62.77389919,11.73177815,11.51670638
52.93410517,19.94267605,14.77296554
37.99388194,12.99842673,17.36876042
57.13136579,15.45939832,10.82655012
25.89903911,5.648979171,7.643700465
52.87900381,18.19145461,16.40637652
61.26006447,11.81009414,11.58866024
59.17353851,19.17037009,6.387494571
46.19279657,17.08957374,18.69998653
57.67065834,12.67476192,14.43473492
59.85618078,13.7668562,13.02677598
42.19061285,14.39001448,20.20895081
54.08535892,16.6271542,18.66645928
64.65258591,8.64258111,9.659492679
56.57772375,17.54564194,13.55569996
52.79258467,16.20117388,19.14834175
55.04501841,17.93261995,10.74885574
52.67481801,19.00372861,14.96131197
56.20899706,14.83257703,11.7888083
60.00210273,14.16382726,14.96745738
61.4315721,12.63935502,10.14391412
37.31702567,16.62677076,17.15329448
30.79075409,12.31879771,10.29142485
57.43510381,19.24869318,13.6841801
57.48690875,15.01770152,14.22874593
55.72405932,18.83611838,12.34759559
33.09424214,16.21748103,27.20196948
60.07926141,17.9802294,8.854573014
54.03505435,18.08460087,16.30619517
56.24673981,16.61803737,10.14072288
42.24732524,14.71995944,18.4922277
53.61989271,18.20856347,13.95578493
58.8882564,14.65405097,11.63872291
56.08010096,13.79863954,17.95134387
60.99563546,12.06429072,14.06570753
26.04675101,13.00542825,7.378599381
58.20173,13.06573012,16.36041431
56.94858107,20.63018905,10.10347853
30.58115076,13.93474491,20.8539074
58.6762903,15.20395209,13.07275995
58.28625451,16.47470679,15.4211686
32.26882374,10.89152591,16.17375195
51.67154694,14.75623856,22.18047795
60.45508051,11.56551634,12.69767354
46.8861293,16.46096153,21.42899835
58.02370046,14.8308244,6.322456
58.35454048,14.00182595,12.5751763
43.61504553,16.49092221,21.05099241
53.99144115,14.53666645,21.94343281
45.44642108,12.83291048,18.71556701
57.88770626,16.90589731,10.22920856
46.94687946,15.03626411,23.81348301
50.47955829,21.61061344,8.866743681
56.35674654,18.00336191,15.56939851
38.52181614,16.09837942,21.85454031
59.87428055,11.99817114,16.44294949
41.97047061,18.11863301,18.81679143
48.45146531,14.74799709,21.78337002
44.71146839,14.57410595,20.12552411
59.54157512,10.64922426,16.50182948
58.01675136,16.90887031,15.62014302
33.2605848,14.25498058,19.52353923
57.05266266,16.28855717,14.79026957
59.13948971,10.53958682,17.06550159
60.77524939,13.07410828,10.33709014
59.83416507,11.99456201,14.67004346
30.11035048,7.407584992,19.36864572
47.59561253,14.41299214,24.09662715
59.32583088,13.11700126,13.96292016
49.30177961,22.72922189,12.55188116
45.46311101,11.02525769,22.82220958
58.43886225,14.26628066,13.28087028
39.23207074,12.65991506,20.89469806
30.44875868,12.54555827,11.74622706
47.06505507,17.21120871,19.92822097
28.63073843,10.15542628,19.97676072
54.80396921,9.119287599,13.10017213
58.76227708,15.47077753,13.78033592
43.05484367,15.89573685,22.0470368
59.68730868,11.32132559,15.58544192
56.0866035,15.66750578,13.95716924
31.08808324,11.82983607,10.06036274
59.56299865,10.53777934,18.8099647
32.50039966,10.2962056,13.95150105
54.82809873,13.28975672,20.7761717
28.41520473,8.013273042,14.54849999
57.93487933,14.04639669,10.80873603
58.54617771,14.66791269,13.44665226
51.15817145,17.87967806,14.51331544
41.86477444,14.87474331,17.96135935
43.11243455,13.16512604,20.8450942
38.40338935,12.9569424,17.32526707
61.36871566,13.39783896,15.77817094
38.39550049,17.41010663,17.45405617
50.46501675,16.42364928,19.374871
42.63797219,16.40521254,14.84668931
45.88393023,14.34216312,20.56080495
60.17462992,14.96461506,13.51907174
58.45950096,10.86482792,17.81759337
35.18429065,14.95783993,19.70256927
50.16601153,18.45253171,16.65330701
46.08081911,15.22298942,18.485954
49.62612198,16.42579952,17.59931667
45.38321948,17.06415218,19.35241436
57.01737274,14.77404716,13.54263633
44.23126702,15.65476019,22.46603673
32.21392693,17.71070748,24.97263612
58.50404767,11.3919223,13.87964083
46.81375597,14.80521084,20.09449292
47.39159193,12.42245525,19.64764184
43.45960411,16.16603352,17.82356398
32.9582565,13.13441074,20.30940437
56.2197286,16.20408809,13.58285993
56.75842696,13.45472969,17.18009163
32.25743565,13.70643061,20.61912575
40.54424901,14.36142061,21.54323365
61.57671227,7.951299803,15.9402838
37.10749053,12.9866036,15.50765627
53.61714807,13.32107444,19.06962119
43.38266855,15.72466311,20.10630223
49.76113418,15.42882742,17.76221592
52.42019527,10.16076814,19.03188358
49.33278731,13.68600679,19.46157116
62.16542498,12.45345174,10.64373942
31.82722174,10.8194121,16.81883059
39.71950622,14.64853968,17.99232098
55.01392833,20.66052115,10.77141709
31.12432887,11.7499325,12.68501706
44.2236499,14.08889812,22.99350025
53.9656908,19.66418179,11.56052835
49.35714978,15.65776902,14.82440119
60.43267897,14.69739446,11.02085467
58.26588189,13.45977355,14.73805605
57.25737557,18.99067322,9.353389635
62.02046681,8.354087101,14.31949803
45.99337878,16.22295269,20.77238838
31.87255163,12.40848095,19.43467694
47.23134135,20.94807693,15.50369851
40.10606609,14.20999351,22.73647707
60.32203629,13.52394631,19.40160444
32.85536035,9.564014091,20.04476174
59.18143845,10.80450354,15.9888662
50.21578345,20.4202559,12.02895163
23.52908393,5.133272946,8.219547957
44.5955973,18.31847252,23.64689744
50.48249138,21.35868463,11.84657794
52.5622958,16.88760001,18.25831651
30.6859208,9.746707047,17.73058125
62.68866618,14.95894526,6.334109131
38.54790605,13.51806035,16.93066004
56.8039681,18.35047332,13.90470144
45.9686721,12.99816938,22.40526342
45.79440874,13.81238215,23.36670375
52.06184027,21.11331716,14.13369564
59.32696595,16.54620059,9.44284585
43.34381014,16.9733293,21.28901449
55.45060209,11.44981395,16.4115877
52.63200648,12.88154578,15.32228903
38.63028987,13.99662208,14.59473094
26.79976825,14.97386994,15.11583237
40.0894011,14.11321939,23.30615429
62.57514892,14.0241935,11.2803051
42.92789199,16.92029516,21.90745934
41.00185178,14.62944317,19.77486412
35.99626917,13.55818674,15.82605016
56.89303314,17.37782255,12.26775021
39.00433462,13.47279714,19.39791131
43.93138576,13.19334969,20.19029376
57.64606759,15.97186972,10.4321774
52.20423759,15.84276801,14.78619189
57.96053004,15.03471542,17.79029544
53.83448572,10.86449341,21.61496645
62.22015208,7.879938662,11.18780713
42.136663,14.07486741,21.91832597
44.99352358,15.66206765,19.36029202
63.23146562,8.562104879,14.94095221
39.95817323,15.15678366,23.16655876
42.81551795,13.5431369,21.64012314
59.610877,12.99405274,10.92727066
55.51630105,11.60576011,17.66596433
36.9280194,13.80319753,16.5198368
49.26511613,14.57557158,24.64398658
28.21275957,10.87196187,11.10579219
40.85348295,17.02967006,20.25231486
31.68943532,8.56388859,17.81008706
58.14249825,14.56001148,14.01156273
59.55775148,16.9159209,14.96924714
49.98225298,20.77872469,14.67631691
37.51711516,14.21077438,19.19890542
54.69762949,22.19318622,12.10727043
55.42841583,17.63948244,13.63666283
56.81919654,15.91063761,9.217199251
51.22573692,19.44106785,15.83504533
58.29462806,10.07164457,19.27567468
46.84021303,16.74630949,15.42315884
61.31657377,11.922244,12.81585379
31.48121322,7.857550944,16.24777894
51.79234389,13.64926949,22.8923184
50.25971399,12.61403065,19.55962332
58.59343426,10.01346114,15.69667849
43.5413752,16.63254161,15.53364331
32.71316319,11.27379834,11.73666356
37.31795454,13.92421282,13.34470196
39.39285534,13.32084761,19.92876586
63.12107469,11.7605175,9.750621819
49.88715355,16.16760468,14.41293916
61.74894732,11.75004257,16.85109574
36.53207843,13.64619236,20.27267696
61.6035394,9.868216714,13.75273273
59.70878181,11.45606933,15.04780914
59.81253469,11.85953329,15.20758928
65.26891698,9.947882316,6.637385721
56.78807074,15.21943863,15.5375594
47.84113964,12.17766852,25.51325821
37.16450406,14.58321299,17.49298344
55.36695391,18.75893441,14.74275692
49.89970743,14.16392013,21.44000792
54.96755925,14.13683055,16.95154795
44.72592842,12.81492437,24.22027956
33.6768038,11.34454475,15.63433272
56.60296743,16.17485309,13.55712443
60.26898543,12.55532257,10.73062153
54.61275208,14.09318235,19.34171096
38.11124488,14.93769085,17.59326374
53.48613761,12.78172616,19.44900133
47.58328639,15.86032719,24.12845082
42.64857156,14.95517504,14.82053518
55.13672186,17.94837707,14.38846324
40.88889658,15.77112737,19.04998145
51.30707083,13.36824979,22.21027136
45.57137311,16.38947049,17.80286475
48.71293667,12.61904789,22.66182409
29.58308295,12.2549155,16.30016745
41.84071503,15.66291184,27.45282546
54.04822865,14.87726321,20.30200759
51.20829,25.2307959,10.62726564
40.67819981,17.75884379,21.84369738
34.84218954,18.21253501,18.72721725
46.46593318,13.29021116,23.09717564
32.29065024,11.3103938,11.77228236
51.90499091,15.6053326,22.5315867
50.49967906,11.92014139,20.45982638
30.36886872,8.997000278,11.53310634
59.04606195,12.36722339,10.08586429
62.80016171,10.44054189,9.818612827
37.56741284,16.2806939,13.7684498
52.06615637,13.18634407,22.68032499
51.30714864,13.63364572,18.72483246
61.92767099,9.738214314,12.51236251
43.45960411,16.16603352,17.82356398
63.63981906,11.91594324,13.91644347
40.63591379,14.89127948,18.66968317
59.36300652,15.19701111,9.464100649
39.43141074,13.26027613,22.9844367
61.28165352,10.72767569,7.591073194
61.90622576,13.21343061,7.995590704
60.46646317,13.04612861,13.89466627
56.5024646,12.89195748,12.16846972
26.18769211,8.47455818,8.795264742
61.46428733,12.60133471,11.90541802
56.51224907,18.90476666,11.75067423
63.06933125,11.67163729,8.534433253
61.81970245,10.5203111,16.35396279
57.78299888,14.4702359,16.37123354
33.75000919,11.19290914,21.91108544
34.94235693,15.66520367,18.77743629
53.14745106,18.52401827,7.383634356
52.67676516,15.78343944,18.97232866
43.62056133,15.03079243,21.01083945
51.58558683,16.57632393,13.91371872
39.51829901,13.76825262,20.11615702
47.70085981,15.30596198,17.20495529
38.75464774,12.57629116,19.02400558
63.98220356,11.9232383,12.14973731
54.32030379,14.42527731,20.09423417
40.706361,15.01175643,20.58537494
47.16191286,23.74977266,11.26511852
44.77866902,14.68968852,22.00284577
46.56224202,12.26588069,20.84741443
36.71606373,13.14796885,14.95998441
48.76484771,16.04292468,19.91140831
62.9840296,12.08310571,16.93409652
57.8505809,16.93658546,8.43541345
40.87347931,12.593916,20.13452682
63.83088952,12.87013022,11.95135865
29.44189277,12.04293328,12.23845974
60.53159979,14.80465878,14.03299472
34.88370103,14.13976519,16.15604574
48.13600895,15.51211811,16.04515364
38.0643829,14.95755468,15.0582293
35.48535883,17.75336524,15.235552
56.47016257,15.63864598,13.93114863
51.79412988,15.74824393,15.37046872
51.43744417,15.70724881,17.7972776
43.89860026,14.28242677,24.90743582
61.05305913,14.29701437,9.053600276
54.73092768,17.85505159,14.96649296
50.51461256,19.88125123,14.23164889
40.23386814,16.14467052,22.97829574
36.45487817,15.01554089,18.37173971
57.20205417,12.17079816,16.62872358
56.08232738,17.17327734,13.40846534
47.36908541,11.74148868,28.29895119
38.42547407,14.35575828,20.45255313
43.11585083,14.74284368,20.30316099
37.74490612,16.39763765,20.80621432
59.63804461,14.77967289,9.282303436
